ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,age,RtoHd=0,RtoHd=5,RtoHd=10,RtoHd=20,RtoHd=Max,HtoRd=0,HtoRd=5,HtoRd=10,HtoRd=20,HtoRd=Max
143819,4,7,5,6,6,5,5,4,5,53,0.0006050373237911355,0.0009503380391575611,0.0006419164121437282,0.0007238281690135073,0.0009503380391575611,0.0010593438461626858,0.0015177209327704722,0.001086545729406363,0.0011505188726803617,0.0015177209327704722
144033,6,6,6,6,5,6,6,6,5,49,0.00302289590972471,0.001518755638075353,0.0026583177422393467,0.0027188035327845306,0.00302289590972471,0.0009143891241952806,0.001161137477797447,0.0009951920408685089,0.0010028589910728858,0.001161137477797447
145231,3,4,3,3,2,4,4,3,6,62,,,,,,,,,,
150548,2,4,3,3,3,4,3,4,5,53,0.0013263106128706958,0.0018617127881349615,0.0012533990082930213,0.001198048291074838,0.0018617127881349615,0.0012384521597409437,0.0015069855938686372,0.0014562916830291872,0.0009510136997165075,0.0015069855938686372
150943,7,5,3,3,4,5,4,4,4,52,0.0017651437812504778,0.0014859422197602834,0.0015761270081967593,0.0016192975517423935,0.0017651437812504778,-0.00011221846458631113,-0.0003670923351741795,-0.00014048991217185947,-0.00018065180425730354,-0.00011221846458631113
151304,6,6,3,5,5,5,5,5,6,50,7.1761377822388e-05,0.0001891464895005246,7.95741794018534e-05,0.00010130966403387731,0.0001891464895005246,0.0012074001517835553,0.0009988195627461671,0.0009641940482139066,0.0009085257760202969,0.0012074001517835553
151633,5,5,5,6,6,4,5,5,5,58,9.673050884062562e-06,9.210781462465345e-05,9.72384286646033e-06,9.78090767156381e-06,9.210781462465345e-05,0.0009731228659015656,0.0011033984950707953,0.0010231293277117581,0.0013045863455664053,0.0013045863455664053
151743,7,7,7,7,7,4,7,7,7,61,0.001078899024452351,0.0004206462921237941,0.0010864092375572065,0.0009914501418970545,0.0010864092375572065,0.0009147989424271863,0.0007504370691416851,0.0010189318616519172,0.00100292763437404,0.0010189318616519172
152219,3,3,3,3,3,4,4,4,4,54,0.0010351359151259398,0.0010083821384331282,0.0008442078041658307,0.0008209956183889977,0.0010351359151259398,0.000903943329218615,0.0007293196949709202,0.0009544202508715571,0.0008533476806263929,0.0009544202508715571
152435,5,4,5,5,4,4,4,5,6,62,0.00024807987711528146,0.00033486080543287944,0.0001422751666130262,0.00016186640125592788,0.00033486080543287944,0.00095412670862427,0.0008577804338911754,0.0008786067046753221,0.000987346985702242,0.000987346985702242
152752,6,6,6,5,5,6,6,6,6,38,,,,,,,,,,
152902,6,6,7,7,7,7,7,6,7,22,0.0016177242808169678,0.0013226177977851972,0.0014522670724873565,0.0015090154616761442,0.0016177242808169678,0.0003453556787997858,0.0005808201922671286,0.0003447503477334024,0.0003441366243862598,0.0005808201922671286
153433,2,5,2,2,2,3,2,2,4,34,0.0003922502061769473,0.0003215755702622447,0.00023811051192790256,0.0001555918821969371,0.0003922502061769473,0.002472466154795905,0.0023185456636892754,0.0024125789684424914,0.002392209528581324,0.002472466154795905
154457,5,4,5,5,5,5,6,5,7,26,0.0008009529403945059,0.0009583118770009058,0.0008062318943132807,0.0006708688451976252,0.0009583118770009058,0.0007497773405614749,0.0006574451940134507,0.0007056742133528804,0.0005195673077359464,0.0007497773405614749
155021,6,7,6,7,7,7,7,6,7,25,0.0012910402644581431,0.00025728660122059654,0.0009520718042013154,0.0011813396251686425,0.0012910402644581431,1.7659755010890343e-05,0.00045354452869228457,3.1205371092579703e-05,9.767397900006802e-05,0.00045354452869228457
155115,5,4,5,5,5,3,5,3,5,53,0.001061261063257657,0.0009169510824279525,0.0008199824315032744,0.0006868413129345052,0.001061261063257657,0.0017227933411614327,0.002116553545995492,0.0020723848407931955,0.001956086608867924,0.002116553545995492
155638,4,4,5,6,5,4,5,6,6,51,0.0020818835773604993,0.0017885586496422246,0.0019511454055836097,0.001996205696291775,0.0020818835773604993,0.00023442092886893917,0.00011344884488806439,0.00023573054299619312,0.0002372029386426,0.0002372029386426
160347,5,4,5,6,6,6,6,4,7,29,0.0018976686922291819,0.002420410959855901,0.0018012708434332891,0.0016987563640377124,0.002420410959855901,0.0001930612790017605,0.00027988450216243077,0.00023206505764983287,0.00027017837739218287,0.00027988450216243077
161440,4,7,5,5,5,4,4,4,6,76,0.0009651852861688459,0.000941136294465128,0.0009020880435390843,0.0007312258503973101,0.0009651852861688459,0.001232937803135381,0.0008347463268760791,0.0011666440284899826,0.0011246565016443943,0.001232937803135381
162150,7,7,5,7,6,7,7,5,7,31,0.0008500897326779722,0.001253762532260283,0.00034645270740252254,0.00042582322583972765,0.001253762532260283,0.00158566780660796,0.0015918261616709728,0.0017758861153684968,0.0016529262784129584,0.0017758861153684968
162755,7,7,7,7,7,7,5,6,7,49,0.0006375716822435429,0.0006218306694945053,0.0006567600353848402,0.000643590416321449,0.0006567600353848402,0.0014756253887979742,0.0010818286033154045,0.001761309301443692,0.001289492453355079,0.001761309301443692
163843,5,7,7,5,6,4,3,3,7,49,0.0012775086649718936,0.0014839492837589452,0.0012783886732817829,0.001377133969910349,0.0014839492837589452,0.000648063083757644,0.0004401921955143884,0.0009502248506160216,0.0008351159474236924,0.0009502248506160216
164521,5,5,6,6,6,6,5,5,6,42,0.0003748084920147665,0.00034052791623850887,0.00034401144870377376,0.00034279725493413515,0.0003748084920147665,0.0012564795499094839,0.0018357506548779545,0.0011316494308597491,0.0014870525499075526,0.0018357506548779545
164627,5,7,6,5,6,6,6,5,7,56,0.0028241119896683653,0.001533830417177251,0.002832753957785039,0.002693632109567523,0.002832753957785039,0.001199270398498098,-0.0004761117826228567,0.0010918551531828857,0.0010252506003738393,0.001199270398498098
165308,5,6,2,2,3,6,4,4,6,53,0.0017948957333125959,0.0011311886988323305,0.0020157560321651946,0.0020683422311024158,0.0020683422311024158,0.0012779869781121,0.0007864833094222146,0.0008958815553945509,0.0007227177829066678,0.0012779869781121
171118,6,6,7,6,5,6,7,6,6,22,0.00033799165243886264,0.0004226220809859793,0.0001908026884358538,0.00032293940749528183,0.0004226220809859793,0.001385070748345707,0.0002466793021509428,0.001781027725591633,0.0020200914566538275,0.0020200914566538275
